year,attribute,response,synth_count,ref_prop,synth_prop
2020,time_in_canada,Under 1 year,1419,0.1959,0.1977
2020,time_in_ottawa,Over 5 years,2247,0.3217,0.3131
2020,time_in_ottawa,Under 1 year,1985,0.2712,0.2766
2020,time_in_ottawa,Always been in Ottawa,1567,0.2217,0.2184
2020,time_in_ottawa,1 to 5 years,1377,0.1854,0.1919
2020,want_permanent_housing,Yes,6910,0.9634,0.9629
2020,want_permanent_housing,No,266,0.0366,0.0371
2021,acquired_brain_injury,No,5253,0.7485,0.7541
2021,acquired_brain_injury,Yes,1713,0.2515,0.2459
2021,age_first_homeless,25 to 49 years old,3156,0.4463,0.4531
2021,age_first_homeless,13 to 17 years old,1682,0.244,0.2415
2021,age_first_homeless,18 to 24 years old,1326,0.191,0.1904
2021,age_first_homeless,50 to 64 years old,525,0.0754,0.0754
2021,age_first_homeless,Under 12 years old,171,0.0276,0.0245
2021,age_first_homeless,Over 65 years old,106,0.0157,0.0152
2021,age_group,25 to 49 years old,4168,0.5963,0.5983
2021,age_group,50 to 64 years old,1631,0.2336,0.2341
2021,age_group,18 to 24 years old,681,0.1,0.0978
2021,age_group,Over 65 years old,295,0.0433,0.0423
2021,age_group,13 to 17 years old,191,0.0269,0.0274
2021,cause_housing_loss,Not enough income for housing,1234,0.1866,0.1771
2021,cause_housing_loss,Substance use issue,764,0.1037,0.1097
2021,cause_housing_loss,Landlord/tenant conflict,634,0.0873,0.091
2021,cause_housing_loss,Conflict with spouse/partner,623,0.0888,0.0894
2021,cause_housing_loss,Conflict with parent/guardian,405,0.0545,0.0581
2021,cause_housing_loss,Unfit/unsafe housing conditions,405,0.0612,0.0581
2021,cause_housing_loss,Incarceration (prison or jail),395,0.0597,0.0567
2021,cause_housing_loss,Experienced abuse by spouse/partner,379,0.053,0.0544
2021,cause_housing_loss,Mental health issue,377,0.0545,0.0541
2021,cause_housing_loss,Relocation,329,0.047,0.0472
2021,cause_housing_loss,Conflict with roomate,189,0.0269,0.0271
2021,cause_housing_loss,Hospitalization or treatment program,170,0.0239,0.0244
2021,cause_housing_loss,Physical health issue,167,0.0209,0.024
2021,cause_housing_loss,"Complaint (eg. pets, noise, damage)",160,0.0254,0.023
2021,cause_housing_loss,Building sold/renovated,133,0.0187,0.0191
2021,cause_housing_loss,Departure of family member,132,0.0187,0.0189
2021,cause_housing_loss,Experienced abuse by parent/guardian,97,0.0134,0.0139
2021,cause_housing_loss,Experienced abuse by other (unspecified),89,0.0134,0.0128
2021,cause_housing_loss,Conflict with other (unspecified),89,0.0127,0.0128
2021,cause_housing_loss,Experienced discrimination,61,0.0104,0.0088
2021,cause_housing_loss,Death of family member,48,0.006,0.0069
2021,cause_housing_loss,Conflict with family member,43,0.0075,0.0062
2021,cause_housing_loss,Home takeover,18,0.0022,0.0026
2021,cause_housing_loss,House fire,13,0.0022,0.0019
2021,cause_housing_loss,Owner moved in,12,0.0015,0.0017
2021,citizenship,Canadian citizen,6115,0.8769,0.8778
2021,citizenship,Permanent resident,630,0.0881,0.0904
2021,citizenship,Refugee claimant,191,0.0299,0.0274
2021,citizenship,Temporary foreign worker,15,0.0022,0.0022
2021,citizenship,Other,15,0.003,0.0022
2021,covid_housing_loss,No,5950,0.8507,0.8541
2021,covid_housing_loss,Yes,1016,0.1493,0.1459
2021,dependents_tonight,Accompanied by dependent(s),6966,1.0,1.0
2021,duration_homeless_past_year,More than 180 days,4347,0.6328,0.624
2021,duration_homeless_past_year,Less than 180 days,2619,0.3672,0.376
2021,education,Less than high school,2668,0.3851,0.383
2021,education,High school graduate,1820,0.2612,0.2613
2021,education,Post-secondary or higher,1518,0.2201,0.2179
2021,education,Some post-secondary,960,0.1336,0.1378
2021,episodes_homeless_past_year,Unknown,6966,0.0,1.0
2021,family_members_tonight,Accompanied by family member(s) or other(s),6966,1.0,1.0
2021,foster_care,No,5176,0.7425,0.743
2021,foster_care,Yes,1790,0.2575,0.257
2021,foster_care_how_long_ago,Unknown,6966,0.0,1.0
2021,foster_care_to_homeless,More than 1 year,3762,0.541,0.5401
2021,foster_care_to_homeless,1 year or less,3204,0.459,0.4599
2021,gender,Men,4912,0.7044,0.7051
2021,gender,Women,2002,0.2907,0.2874
2021,gender,Non-binary and other identities,52,0.0049,0.0075
2021,health_challenges,Mental health issue,1969,0.2925,0.2827
2021,health_challenges,Substance use issue,1771,0.2522,0.2542
2021,health_challenges,Medical condition,1277,0.1813,0.1833
2021,health_challenges,Learning/cognitive limitation,1033,0.1463,0.1483
2021,health_challenges,Physical limitation,916,0.1276,0.1315
2021,housing_challenges,Rents too high,1561,0.2179,0.2241
2021,housing_challenges,Low income,1408,0.209,0.2021
2021,housing_challenges,Addiction,582,0.0851,0.0835
2021,housing_challenges,No income assistance,533,0.0761,0.0765
2021,housing_challenges,Poor housing conditions,477,0.0642,0.0685
2021,housing_challenges,Mental health,475,0.0679,0.0682
2021,housing_challenges,Discrimination,458,0.0657,0.0657
2021,housing_challenges,Criminal history,325,0.0455,0.0467
2021,housing_challenges,Health/disability,306,0.0455,0.0439
2021,housing_challenges,Family conflict,198,0.0306,0.0284
2021,housing_challenges,Domestic violence,166,0.0261,0.0238
2021,housing_challenges,Pets,115,0.0142,0.0165
2021,housing_challenges,Lack of support,110,0.0172,0.0158
2021,housing_challenges,Children,105,0.0127,0.0151
2021,housing_challenges,Credit checks,55,0.0075,0.0079
2021,housing_challenges,Don't want housing,36,0.006,0.0052
2021,housing_challenges,Wait list for subsidized housing,30,0.0052,0.0043
2021,housing_challenges,Lack of housing stock,26,0.0037,0.0037
2021,housing_loss_how_long_ago,More than 180 days ago,4411,0.6336,0.6332
2021,housing_loss_how_long_ago,Less than 180 days ago,2555,0.3664,0.3668
2021,immigration_status,No,5388,0.7806,0.7735
2021,immigration_status,"Yes, immigrant",922,0.1284,0.1324
2021,immigration_status,"Yes, refugee or refugee claimant",656,0.091,0.0942
2021,income_sources,Ontario Works,2409,0.3403,0.3458
2021,income_sources,Disability benefit,1924,0.2813,0.2762
2021,income_sources,No income,344,0.05,0.0494
2021,income_sources,GST/HST refund,306,0.0448,0.0439
2021,income_sources,Child and family tax benefits,283,0.0418,0.0406
2021,income_sources,Employment insurance,264,0.0351,0.0379
2021,income_sources,Seniors' benefits,260,0.0366,0.0373
2021,income_sources,Informal income (eg. bottle returns),234,0.0358,0.0336
2021,income_sources,Part-time employment,215,0.0313,0.0309
2021,income_sources,Other,202,0.0291,0.029
2021,income_sources,Full-time employment,197,0.0306,0.0283
2021,income_sources,Money from family/friends,175,0.0216,0.0251
2021,income_sources,Casual employment,153,0.0216,0.022
2021,language,Unknown,6966,0.0,1.0
2021,location_tonight,Emergency shelter,3829,0.5537,0.5497
2021,location_tonight,Transitional housing,872,0.1254,0.1252
2021,location_tonight,Someone else's place,771,0.1082,0.1107
2021,location_tonight,Unsheltered,646,0.094,0.0927
2021,location_tonight,Institution,375,0.053,0.0538
2021,location_tonight,Unsure,247,0.0358,0.0355
2021,location_tonight,Encampment,143,0.0179,0.0205
2021,location_tonight,Motel/hotel (self-funded),65,0.0097,0.0093
2021,location_tonight,Vehicle,18,0.0022,0.0026
2021,military_service,Did not serve in Canadian military and/or RCMP,6642,0.9537,0.9535
2021,military_service,Served in Canadian military and/or RCMP,324,0.0463,0.0465
2021,num_health_conditions,1 health condition,1557,0.2246,0.2235
2021,num_health_conditions,2 health conditions,1473,0.2075,0.2115
2021,num_health_conditions,0 health conditions,1148,0.1672,0.1648
2021,num_health_conditions,3 health conditions,1127,0.1634,0.1618
2021,num_health_conditions,4 health conditions,910,0.1336,0.1306
2021,num_health_conditions,5 health conditions,751,0.1037,0.1078
2021,racial_identity,Racialized,4212,0.6127,0.6047
2021,racial_identity,Non-racialized,2754,0.3873,0.3953
2021,reason_came_to_ottawa,To access services and supports,1483,0.2104,0.2129
2021,reason_came_to_ottawa,Family moved here,1326,0.1881,0.1904
2021,reason_came_to_ottawa,Other,1094,0.1567,0.157
2021,reason_came_to_ottawa,To visit friends/family,694,0.1045,0.0996
2021,reason_came_to_ottawa,Fear for safety,468,0.0664,0.0672
2021,reason_came_to_ottawa,To find housing,451,0.0619,0.0647
2021,reason_came_to_ottawa,Employment (seeking),448,0.0664,0.0643
2021,reason_came_to_ottawa,To attend school,379,0.0604,0.0544
2021,reason_came_to_ottawa,To access emergency shelters,354,0.0522,0.0508
2021,reason_came_to_ottawa,Employment (secured),239,0.0284,0.0343
2021,reason_came_to_ottawa,Recreation/shopping,30,0.0045,0.0043
2021,reasons_not_in_shelter,Fear for safety,2529,0.3642,0.363
2021,reasons_not_in_shelter,Had other temporary housing,1730,0.2448,0.2483
2021,reasons_not_in_shelter,Crowded,831,0.1224,0.1193
2021,reasons_not_in_shelter,Bed bugs & other pests,810,0.1134,0.1163
2021,reasons_not_in_shelter,Personal choice not to stay,580,0.0836,0.0833
2021,reasons_not_in_shelter,Turned away (shelters are full),268,0.041,0.0385
2021,reasons_not_in_shelter,Turned away (banned),218,0.0306,0.0313
2021,sexual_orientation,Heterosexual,5877,0.8463,0.8437
2021,sexual_orientation,"Gay, lesbian and other",811,0.1142,0.1164
2021,sexual_orientation,Don't know,278,0.0396,0.0399
2021,shelter_past_year,Yes,5285,0.7537,0.7587
2021,shelter_past_year,No,1681,0.2463,0.2413
2021,support_needs,Mental health,1732,0.247,0.2486
2021,support_needs,None of the above,1672,0.241,0.24
2021,support_needs,Addiction or substance use,1270,0.1784,0.1823
2021,support_needs,Medical condition,953,0.1366,0.1368
2021,support_needs,Physical disability,493,0.0724,0.0708
2021,support_needs,Learning disability,385,0.0567,0.0553
2021,support_needs,Brain injury,296,0.0425,0.0425
2021,support_needs,Pregnancy,165,0.0254,0.0237
2021,time_in_canada,Over 5 years,4357,0.6261,0.6255
2021,time_in_canada,1 to 5 years,2011,0.2828,0.2887
2021,time_in_canada,Under 1 year,598,0.091,0.0858
2021,time_in_ottawa,Over 5 years,2296,0.3343,0.3296
2021,time_in_ottawa,Under 1 year,1756,0.2425,0.2521
2021,time_in_ottawa,Always been in Ottawa,1568,0.2328,0.2251
2021,time_in_ottawa,1 to 5 years,1346,0.1903,0.1932
2021,want_permanent_housing,Yes,6692,0.9634,0.9607
2021,want_permanent_housing,No,274,0.0366,0.0393
2022,acquired_brain_injury,No,6020,0.7861,0.7938
2022,acquired_brain_injury,Yes,1564,0.2139,0.2062
2022,age_first_homeless,25 to 49 years old,3509,0.4606,0.4627
2022,age_first_homeless,13 to 17 years old,1545,0.2094,0.2037
2022,age_first_homeless,18 to 24 years old,1473,0.1918,0.1942
2022,age_first_homeless,50 to 64 years old,692,0.0921,0.0912
2022,age_first_homeless,Under 12 years old,227,0.0273,0.0299
2022,age_first_homeless,Over 65 years old,138,0.0187,0.0182
2022,age_group,25 to 49 years old,4665,0.601,0.6151
2022,age_group,50 to 64 years old,1645,0.2226,0.2169
2022,age_group,18 to 24 years old,770,0.1087,0.1015
2022,age_group,Over 65 years old,356,0.0456,0.0469
2022,age_group,13 to 17 years old,148,0.0221,0.0195
2022,cause_housing_loss,Not enough income for housing,1384,0.1821,0.1825
2022,cause_housing_loss,Substance use issue,734,0.0928,0.0968
2022,cause_housing_loss,Conflict with spouse/partner,598,0.0767,0.0789
2022,cause_housing_loss,Landlord/tenant conflict,526,0.0712,0.0694
2022,cause_housing_loss,Unfit/unsafe housing conditions,502,0.0658,0.0662
2022,cause_housing_loss,Mental health issue,456,0.0615,0.0601
2022,cause_housing_loss,Relocation,442,0.06,0.0583
2022,cause_housing_loss,Incarceration (prison or jail),402,0.0528,0.053
2022,cause_housing_loss,Conflict with parent/guardian,353,0.0466,0.0465
2022,cause_housing_loss,Experienced abuse by spouse/partner,341,0.0497,0.045
2022,cause_housing_loss,Experienced discrimination,247,0.0359,0.0326
2022,cause_housing_loss,Physical health issue,214,0.0261,0.0282
2022,cause_housing_loss,Conflict with other (unspecified),201,0.0257,0.0265
2022,cause_housing_loss,"Complaint (eg. pets, noise, damage)",159,0.0231,0.021
2022,cause_housing_loss,Conflict with roomate,157,0.0179,0.0207
2022,cause_housing_loss,Departure of family member,152,0.0194,0.02
2022,cause_housing_loss,Experienced abuse by parent/guardian,150,0.0176,0.0198
2022,cause_housing_loss,Hospitalization or treatment program,144,0.0211,0.019
2022,cause_housing_loss,Experienced abuse by other (unspecified),128,0.0167,0.0169
2022,cause_housing_loss,Building sold/renovated,125,0.0162,0.0165
2022,cause_housing_loss,Death of family member,84,0.0109,0.0111
2022,cause_housing_loss,Conflict with family member,36,0.005,0.0047
2022,cause_housing_loss,Owner moved in,25,0.0025,0.0033
2022,cause_housing_loss,House fire,15,0.0015,0.002
2022,cause_housing_loss,Home takeover,9,0.0015,0.0012
2022,citizenship,Canadian citizen,5670,0.7523,0.7476
2022,citizenship,Other,756,0.0931,0.0997
2022,citizenship,Permanent resident,626,0.0823,0.0825
2022,citizenship,Refugee claimant,516,0.0699,0.068
2022,citizenship,Temporary foreign worker,16,0.0024,0.0021
2022,covid_housing_loss,No,6417,0.8507,0.8461
2022,covid_housing_loss,Yes,1167,0.1493,0.1539
2022,dependents_tonight,Accompanied by dependent(s),7584,1.0,1.0
2022,duration_homeless_past_year,More than 180 days,4747,0.6239,0.6259
2022,duration_homeless_past_year,Less than 180 days,2837,0.3761,0.3741
2022,education,Less than high school,2693,0.3559,0.3551
2022,education,High school graduate,2148,0.2856,0.2832
2022,education,Post-secondary or higher,1757,0.2337,0.2317
2022,education,Some post-secondary,986,0.1248,0.13
2022,episodes_homeless_past_year,Unknown,7584,0.0,1.0
2022,family_members_tonight,Accompanied by family member(s) or other(s),7584,1.0,1.0
2022,foster_care,No,5765,0.7598,0.7602
2022,foster_care,Yes,1819,0.2402,0.2398
2022,foster_care_how_long_ago,Unknown,7584,0.0,1.0
2022,foster_care_to_homeless,More than 1 year,4184,0.5508,0.5517
2022,foster_care_to_homeless,1 year or less,3400,0.4492,0.4483
2022,gender,Men,5486,0.7302,0.7234
2022,gender,Women,2040,0.2644,0.269
2022,gender,Non-binary and other identities,58,0.0054,0.0076
2022,health_challenges,Mental health issue,2190,0.2885,0.2888
2022,health_challenges,Substance use issue,1910,0.2558,0.2518
2022,health_challenges,Medical condition,1415,0.1797,0.1866
2022,health_challenges,Physical limitation,1069,0.1377,0.141
2022,health_challenges,Learning/cognitive limitation,1000,0.1382,0.1319
2022,housing_challenges,Low income,1683,0.2156,0.2219
2022,housing_challenges,Rents too high,1662,0.2176,0.2191
2022,housing_challenges,No income assistance,594,0.0812,0.0783
2022,housing_challenges,Addiction,586,0.0786,0.0773
2022,housing_challenges,Mental health,476,0.066,0.0628
2022,housing_challenges,Poor housing conditions,474,0.0645,0.0625
2022,housing_challenges,Discrimination,416,0.0546,0.0549
2022,housing_challenges,Criminal history,334,0.0413,0.044
2022,housing_challenges,Health/disability,301,0.0423,0.0397
2022,housing_challenges,Lack of support,278,0.0361,0.0367
2022,housing_challenges,Family conflict,235,0.035,0.031
2022,housing_challenges,Domestic violence,217,0.0251,0.0286
2022,housing_challenges,Pets,109,0.0123,0.0144
2022,housing_challenges,Children,97,0.0128,0.0128
2022,housing_challenges,Don't want housing,43,0.0062,0.0057
2022,housing_challenges,Wait list for subsidized housing,28,0.0035,0.0037
2022,housing_challenges,Credit checks,28,0.005,0.0037
2022,housing_challenges,Lack of housing stock,23,0.0025,0.003
2022,housing_loss_how_long_ago,More than 180 days ago,4975,0.6485,0.656
2022,housing_loss_how_long_ago,Less than 180 days ago,2609,0.3515,0.344
2022,immigration_status,No,5370,0.7082,0.7081
2022,immigration_status,"Yes, refugee or refugee claimant",1344,0.1791,0.1772
2022,immigration_status,"Yes, immigrant",870,0.1127,0.1147
2022,income_sources,Ontario Works,2616,0.3466,0.3449
2022,income_sources,Disability benefit,1857,0.241,0.2449
2022,income_sources,No income,499,0.0685,0.0658
2022,income_sources,Informal income (eg. bottle returns),357,0.0497,0.0471
2022,income_sources,Child and family tax benefits,313,0.041,0.0413
2022,income_sources,GST/HST refund,278,0.0392,0.0367
2022,income_sources,Seniors' benefits,271,0.0353,0.0357
2022,income_sources,Other,271,0.0317,0.0357
2022,income_sources,Part-time employment,266,0.0363,0.0351
2022,income_sources,Full-time employment,250,0.0336,0.033
2022,income_sources,Employment insurance,220,0.0294,0.029
2022,income_sources,Casual employment,194,0.0244,0.0256
2022,income_sources,Money from family/friends,192,0.0232,0.0253
2022,language,English,5521,0.7237,0.728
2022,language,French,1289,0.1742,0.17
2022,language,Neither English or French,615,0.0798,0.0811
2022,language,No preference,159,0.0224,0.021
2022,location_tonight,Emergency shelter,3975,0.5216,0.5241
2022,location_tonight,Transitional housing,1286,0.1686,0.1696
2022,location_tonight,Unsheltered,811,0.1058,0.1069
2022,location_tonight,Someone else's place,731,0.0922,0.0964
2022,location_tonight,Institution,309,0.0402,0.0407
2022,location_tonight,Unsure,231,0.0338,0.0305
2022,location_tonight,Encampment,133,0.0205,0.0175
2022,location_tonight,Motel/hotel (self-funded),87,0.0134,0.0115
2022,location_tonight,Vehicle,21,0.0038,0.0028
2022,military_service,Did not serve in Canadian military and/or RCMP,7257,0.9558,0.9569
2022,military_service,Served in Canadian military and/or RCMP,327,0.0442,0.0431
2022,num_health_conditions,0 health conditions,1720,0.2278,0.2268
2022,num_health_conditions,1 health condition,1660,0.2159,0.2189
2022,num_health_conditions,2 health conditions,1371,0.1851,0.1808
2022,num_health_conditions,3 health conditions,1204,0.1553,0.1588
2022,num_health_conditions,4 health conditions,924,0.1235,0.1218
2022,num_health_conditions,5 health conditions,705,0.0924,0.093
2022,racial_identity,Racialized,4721,0.6298,0.6225
2022,racial_identity,Non-racialized,2863,0.3702,0.3775
2022,reason_came_to_ottawa,To access services and supports,1395,0.1797,0.1839
2022,reason_came_to_ottawa,Family moved here,1293,0.1674,0.1705
2022,reason_came_to_ottawa,Other,1238,0.174,0.1632
2022,reason_came_to_ottawa,Fear for safety,779,0.0995,0.1027
2022,reason_came_to_ottawa,To visit friends/family,729,0.092,0.0961
2022,reason_came_to_ottawa,Employment (seeking),561,0.0752,0.074
2022,reason_came_to_ottawa,To access emergency shelters,499,0.07,0.0658
2022,reason_came_to_ottawa,To find housing,461,0.06,0.0608
2022,reason_came_to_ottawa,To attend school,391,0.0519,0.0516
2022,reason_came_to_ottawa,Employment (secured),208,0.0262,0.0274
2022,reason_came_to_ottawa,Recreation/shopping,30,0.004,0.004
2022,reasons_not_in_shelter,Fear for safety,2726,0.3642,0.3594
2022,reasons_not_in_shelter,Had other temporary housing,1898,0.2448,0.2503
2022,reasons_not_in_shelter,Crowded,912,0.1224,0.1203
2022,reasons_not_in_shelter,Bed bugs & other pests,841,0.1134,0.1109
2022,reasons_not_in_shelter,Personal choice not to stay,670,0.0836,0.0883
2022,reasons_not_in_shelter,Turned away (shelters are full),314,0.041,0.0414
2022,reasons_not_in_shelter,Turned away (banned),223,0.0306,0.0294
2022,sexual_orientation,Heterosexual,6430,0.8502,0.8478
2022,sexual_orientation,"Gay, lesbian and other",907,0.1184,0.1196
2022,sexual_orientation,Don't know,247,0.0314,0.0326
2022,shelter_past_year,Yes,5338,0.7085,0.7039
2022,shelter_past_year,No,2246,0.2915,0.2961
2022,support_needs,Mental health,1430,0.1945,0.1886
2022,support_needs,None of the above,1265,0.1639,0.1668
2022,support_needs,Addiction or substance use,1077,0.1411,0.142
2022,support_needs,Medical condition,703,0.091,0.0927
2022,support_needs,Financial Supports,376,0.0496,0.0496
2022,support_needs,Food Security,373,0.0474,0.0492
2022,support_needs,Supportive Housing,371,0.0491,0.0489
2022,support_needs,Physical disability,360,0.0483,0.0475
2022,support_needs,Learning disability,280,0.0378,0.0369
2022,support_needs,Access to Facilities,258,0.031,0.034
2022,support_needs,Brain injury,211,0.0284,0.0278
2022,support_needs,Legal Aid,187,0.0236,0.0247
2022,support_needs,Family Supports,187,0.0256,0.0247
2022,support_needs,Disability Support,183,0.0229,0.0241
2022,support_needs,Cultural Supports,173,0.0239,0.0228
2022,support_needs,Pregnancy,114,0.0169,0.015
2022,support_needs,Newcomer/Refugee Supports,36,0.0051,0.0047
2022,time_in_canada,Over 5 years,3697,0.4802,0.4875
2022,time_in_canada,1 to 5 years,2059,0.2718,0.2715
2022,time_in_canada,Under 1 year,1828,0.248,0.241
2022,time_in_ottawa,Under 1 year,2173,0.284,0.2865
2022,time_in_ottawa,Always been in Ottawa,1991,0.258,0.2625
2022,time_in_ottawa,Over 5 years,1938,0.2583,0.2555
2022,time_in_ottawa,1 to 5 years,1482,0.1997,0.1954
2022,want_permanent_housing,Yes,7300,0.9634,0.9626
2022,want_permanent_housing,No,284,0.0366,0.0374
2023,acquired_brain_injury,No,7108,0.8237,0.8294
2023,acquired_brain_injury,Yes,1462,0.1763,0.1706
2023,age_first_homeless,25 to 49 years old,4150,0.475,0.4842
2023,age_first_homeless,18 to 24 years old,1616,0.1926,0.1886
2023,age_first_homeless,13 to 17 years old,1486,0.1749,0.1734
2023,age_first_homeless,50 to 64 years old,917,0.1089,0.107
2023,age_first_homeless,Under 12 years old,220,0.0269,0.0257
2023,age_first_homeless,Over 65 years old,181,0.0217,0.0211
2023,age_group,25 to 49 years old,5226,0.6057,0.6098
2023,age_group,50 to 64 years old,1789,0.2117,0.2088
2023,age_group,18 to 24 years old,990,0.1173,0.1155
2023,age_group,Over 65 years old,428,0.0478,0.0499
2023,age_group,13 to 17 years old,137,0.0174,0.016
2023,cause_housing_loss,Not enough income for housing,1538,0.1775,0.1795
2023,cause_housing_loss,Substance use issue,722,0.0818,0.0842
2023,cause_housing_loss,Relocation,636,0.073,0.0742
2023,cause_housing_loss,Mental health issue,604,0.0685,0.0705
2023,cause_housing_loss,Unfit/unsafe housing conditions,576,0.0705,0.0672
2023,cause_housing_loss,Conflict with spouse/partner,568,0.0645,0.0663
2023,cause_housing_loss,Experienced discrimination,498,0.0613,0.0581
2023,cause_housing_loss,Landlord/tenant conflict,465,0.0551,0.0543
2023,cause_housing_loss,Experienced abuse by spouse/partner,408,0.0464,0.0476
2023,cause_housing_loss,Incarceration (prison or jail),392,0.0458,0.0457
2023,cause_housing_loss,Conflict with parent/guardian,309,0.0387,0.0361
2023,cause_housing_loss,Conflict with other (unspecified),299,0.0387,0.0349
2023,cause_housing_loss,Physical health issue,262,0.0314,0.0306
2023,cause_housing_loss,"Complaint (eg. pets, noise, damage)",196,0.0208,0.0229
2023,cause_housing_loss,Experienced abuse by parent/guardian,193,0.0217,0.0225
2023,cause_housing_loss,Departure of family member,190,0.0201,0.0222
2023,cause_housing_loss,Experienced abuse by other (unspecified),167,0.0199,0.0195
2023,cause_housing_loss,Hospitalization or treatment program,154,0.0182,0.018
2023,cause_housing_loss,Building sold/renovated,122,0.0137,0.0142
2023,cause_housing_loss,Death of family member,118,0.0159,0.0138
2023,cause_housing_loss,Conflict with roomate,85,0.009,0.0099
2023,cause_housing_loss,Owner moved in,28,0.0036,0.0033
2023,cause_housing_loss,Conflict with family member,21,0.0025,0.0025
2023,cause_housing_loss,House fire,10,0.0007,0.0012
2023,cause_housing_loss,Home takeover,9,0.0007,0.0011
2023,citizenship,Canadian citizen,5366,0.6278,0.6261
2023,citizenship,Other,1595,0.1831,0.1861
2023,citizenship,Refugee claimant,933,0.1099,0.1089
2023,citizenship,Permanent resident,655,0.0766,0.0764
2023,citizenship,Temporary foreign worker,21,0.0025,0.0025
2023,covid_housing_loss,No,7269,0.8507,0.8482
2023,covid_housing_loss,Yes,1301,0.1493,0.1518
2023,dependents_tonight,Accompanied by dependent(s),8570,1.0,1.0
2023,duration_homeless_past_year,More than 180 days,5229,0.6151,0.6102
2023,duration_homeless_past_year,Less than 180 days,3341,0.3849,0.3898
2023,education,Less than high school,2810,0.3267,0.3279
2023,education,High school graduate,2668,0.3101,0.3113
2023,education,Post-secondary or higher,2093,0.2473,0.2442
2023,education,Some post-secondary,999,0.1159,0.1166
2023,episodes_homeless_past_year,Unknown,8570,0.0,1.0
2023,family_members_tonight,Accompanied by family member(s) or other(s),8570,1.0,1.0
2023,foster_care,No,6630,0.777,0.7736
2023,foster_care,Yes,1940,0.223,0.2264
2023,foster_care_how_long_ago,Unknown,8570,0.0,1.0
2023,foster_care_to_homeless,More than 1 year,4801,0.5606,0.5602
2023,foster_care_to_homeless,1 year or less,3769,0.4394,0.4398
2023,gender,Men,6054,0.7099,0.7064
2023,gender,Women,2516,0.2901,0.2936
2023,health_challenges,Mental health issue,2397,0.2845,0.2797
2023,health_challenges,Substance use issue,2175,0.2593,0.2538
2023,health_challenges,Medical condition,1542,0.1781,0.1799
2023,health_challenges,Physical limitation,1275,0.1479,0.1488
2023,health_challenges,Learning/cognitive limitation,1181,0.1302,0.1378
2023,housing_challenges,Low income,1925,0.2223,0.2246
2023,housing_challenges,Rents too high,1886,0.2173,0.2201
2023,housing_challenges,No income assistance,736,0.0863,0.0859
2023,housing_challenges,Addiction,600,0.072,0.07
2023,housing_challenges,Poor housing conditions,551,0.0648,0.0643
2023,housing_challenges,Mental health,545,0.064,0.0636
2023,housing_challenges,Lack of support,469,0.055,0.0547
2023,housing_challenges,Discrimination,370,0.0435,0.0432
2023,housing_challenges,Criminal history,352,0.037,0.0411
2023,housing_challenges,Family conflict,336,0.0395,0.0392
2023,housing_challenges,Health/disability,331,0.0391,0.0386
2023,housing_challenges,Domestic violence,191,0.0241,0.0223
2023,housing_challenges,Children,115,0.013,0.0134
2023,housing_challenges,Pets,73,0.0104,0.0085
2023,housing_challenges,Don't want housing,45,0.0064,0.0053
2023,housing_challenges,Wait list for subsidized housing,21,0.0017,0.0025
2023,housing_challenges,Credit checks,19,0.0025,0.0022
2023,housing_challenges,Lack of housing stock,5,0.0012,0.0006
2023,housing_loss_how_long_ago,More than 180 days ago,5695,0.6633,0.6645
2023,housing_loss_how_long_ago,Less than 180 days ago,2875,0.3367,0.3355
2023,immigration_status,No,5393,0.6358,0.6293
2023,immigration_status,"Yes, refugee or refugee claimant",2325,0.2672,0.2713
2023,immigration_status,"Yes, immigrant",852,0.097,0.0994
2023,income_sources,Ontario Works,3009,0.3529,0.3511
2023,income_sources,Disability benefit,1741,0.2007,0.2032
2023,income_sources,No income,777,0.0871,0.0907
2023,income_sources,Informal income (eg. bottle returns),542,0.0636,0.0632
2023,income_sources,Part-time employment,379,0.0413,0.0442
2023,income_sources,Full-time employment,331,0.0367,0.0386
2023,income_sources,Child and family tax benefits,320,0.0401,0.0373
2023,income_sources,Seniors' benefits,308,0.034,0.0359
2023,income_sources,Other,290,0.0344,0.0338
2023,income_sources,GST/HST refund,267,0.0337,0.0312
2023,income_sources,Casual employment,228,0.0273,0.0266
2023,income_sources,Employment insurance,191,0.0238,0.0223
2023,income_sources,Money from family/friends,187,0.0247,0.0218
2023,language,English,6280,0.7237,0.7328
2023,language,French,1456,0.1742,0.1699
2023,language,Neither English or French,652,0.0798,0.0761
2023,language,No preference,182,0.0224,0.0212
2023,location_tonight,Emergency shelter,4288,0.4895,0.5004
2023,location_tonight,Transitional housing,1769,0.2119,0.2064
2023,location_tonight,Unsheltered,967,0.1177,0.1128
2023,location_tonight,Someone else's place,634,0.0761,0.074
2023,location_tonight,Unsure,269,0.0317,0.0314
2023,location_tonight,Institution,259,0.0274,0.0302
2023,location_tonight,Encampment,199,0.0232,0.0232
2023,location_tonight,Motel/hotel (self-funded),140,0.0171,0.0163
2023,location_tonight,Vehicle,45,0.0054,0.0053
2023,military_service,Did not serve in Canadian military and/or RCMP,8236,0.9579,0.961
2023,military_service,Served in Canadian military and/or RCMP,334,0.0421,0.039
2023,num_health_conditions,0 health conditions,2433,0.2885,0.2839
2023,num_health_conditions,1 health condition,1828,0.2072,0.2133
2023,num_health_conditions,2 health conditions,1379,0.1627,0.1609
